node_id,sampling_interval_ms,deadband_value,deadband_type,active
ns=6;s=StarGateway:Shaco.Jinx.CU.YN_NjwlD_yupfoCkJhn,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YN_jNHAn_pySQAVsFTZ,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YN_jqAKl_uDHlLQGjoY,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YO_KZmfM_sTzxYAqhmB,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YO_PIqNO_JvameruUEF,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YO_XjOJN_QJctzYZuHr,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YO_frkTg_jeqEOznXtM,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YO_mpxLZ_pvHYOLuUmh,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YP_IvAqd_bPgoLXqMHU,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YP_KwYHp_AkUDZvciVb,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YP_RJlWK_CtWinBEoYg,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YP_SQwGl_bjSXYCTVIw,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YQ_ckFaC_FCtYTVsZxg,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YQ_iTSKI_HRDEBrLujy,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YQ_jemKt_jboJETOqZk,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YQ_vOYlP_LJKeYGkDTp,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YR_GSELP_SrXvufObPp,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YR_uczJW_RGETjVDrfp,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YR_xZirp_fDTFztIavu,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YR_zcHUl_tmJPpWSKNY,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YS_HCEgO_GoIExqnAdK,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YS_qihup_XARqpYGxoN,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_BsLDw_uXZmHtPIfV,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_MZCXt_yACBYUZfOv,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_RfSDg_HXEBZAajSx,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_WSoFq_XgJOSfFlAs,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_XphkS_USxnopYJqH,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_jdpeK_xYJZkPeKbu,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_qnyuo_cWiRKbSzxJ,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YT_twbeC_ePYysvGkaT,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YU_ASIBP_xaAIKtSuzb,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YU_LNizE_IrVcUqLysY,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YU_UcsMP_tQOKWiTyUF,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YU_ioeJX_jgXYdaQPBW,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YU_iuSBy_NzKauYpFQA,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YU_ysMxg_EpjPemsUkJ,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YV_RLqKo_sAQtydWmUL,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YV_SMgrb_uCblgKOmNX,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YV_yCrqs_MQLvOgIUyh,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YW_RJOlo_GnHMATmyDs,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YW_aCuPv_BVAyLMKxNG,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YW_pOEDl_kpBRVZfENi,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YW_ylDuh_ElQtBfZVvu,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YX_HevFU_DlPnthVsQR,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YX_ICoqW_YIFjJmXeyc,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YX_iVhDU_IKZoANHpuw,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YX_mEohJ_QMsagyKPUc,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YX_pEQma_tDmkvfyNJA,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YX_rfTGi_CtRdbYXazW,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YZ_GCyQa_HyhQnGwRZD,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YZ_GfinD_qJvadjPspY,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.YZ_XmBpi_pxJiTmYafd,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.YZ_dvgst_IAaTBDVyRG,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_AnKci_klNCAUSZyG,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_GJfSz_VhideHgtSZ,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_GTPBj_NfDCbWnvkl,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_GkuQr_gZasPhRnbz,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_LCIft_RbnTPepgSh,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_YSweF_jxhVKslFnp,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_Ywhie_zKbUhCvXGZ,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_bQAhN_qhPoZJLVbS,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ya_dRzxP_CmiThnDdPJ,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yb_GUSta_JqOKQrTEXV,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yb_gzutb_gcShjmdIrl,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yb_rpUjZ_miyktLqAEg,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yb_sHUAd_KylXJbnDIP,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yb_yFSIG_tohwHdrjNk,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_CfRrx_LIOefnuxVH,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_IJZtL_shYNtrLRlK,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_Ieyjb_mSIPMvhiHL,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_QnjHy_ubXeSfGHsL,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_WrnhK_siRgEdSoWk,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_lkVzX_HJBsOyklbw,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_pqiRr_hUXTVqtgMe,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yc_xWTyp_lpCLcvqdiK,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yd_EGVbr_DHCxSPrwRu,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yd_FgLHJ_fnsoDBdmaO,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yd_ZzxdO_yjFmNBrdZU,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yd_dmTei_ojfzHnENDl,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yd_sSOtW_coxwuOzSTY,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yd_xonqA_BuahxTNIyR,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ye_BHLJN_IKLBxXPWjJ,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ye_HpKTi_gESwDViLQj,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ye_dgLYm_uNLwcbBiYF,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ye_nUrEw_HCAuNmfyxR,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ye_pSLVl_rkalYRQoJt,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ye_sCXIQ_thoPfrQuOM,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yf_NKDBc_xvZdjpcKWP,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yf_Uhinw_kviyLBxENO,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yf_pzslN_PDLkNUHjlv,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yf_zBOgZ_HBMYpKSLdb,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yf_zsqxb_NvoquYstpg,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yg_bSBHQ_SgvFdYeVob,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yg_gFiat_ElnOMxLWuB,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yg_kMAZg_dMOfIeuiaS,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yg_lbmFK_OpxMyQAXEL,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_FOQYC_oaRAwxJbWe,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_FlyIw_WDhZrJwvNp,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_HeOVJ_HAoXSrZWvD,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_KTZdu_iTfdnkWxoX,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_UkYsg_CUWmtGhJlR,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_YDCwu_ISyRWUtreF,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_ZAEnW_WLNHZhrdKP,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_bqutk_xyGsVpZbTh,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_gXcTO_xJuENecKdk,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yh_kOUZj_PQEONAdfiR,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yi_DYgRP_CwyHomsrbq,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yi_EpHus_gSxQTMdbeN,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yi_SfqUL_BASyRYqlHc,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yi_YhZwP_SEBsodrZAc,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yi_ovmyD_hlcJASCObK,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yj_OaKmF_jHTEJWRaul,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yj_QMFTd_RyrWTANbam,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yj_VRuHK_xZngbeiRHz,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yj_kaeoh_gcfwFWoCri,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yj_sOQHX_pdtAgxhiDC,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yj_xibvs_ozUWlygEDx,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yk_BiVUr_KrPgHfWobh,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yk_hzKIc_mTfRoQhbkg,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yl_GJbjU_sZIyDkdTAi,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yl_uqBwg_LeVRbpZqNQ,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_Duqdo_rBZUxeLYot,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_OxzqJ_HzjngxJpqC,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_Vodch_hVCIXfUaGo,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_WIGKk_mSDCdaszRZ,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_WeKrm_JTIirmBVuY,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_YkNub_jhsxPEQJRC,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_bBfUA_EsidkNwFTn,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_mspNw_ASqyXQFDzk,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_tVMhK_gvPWcyljKH,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ym_unLpl_TlexrKjAbX,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yn_BtjYS_WOvalFKBzb,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yn_XTaBi_ByYXkORhua,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yn_pGojF_QtjfRmqcAl,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yo_GHnai_LbNmUDQZga,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yo_WAuaI_upkcNLzGil,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yo_WmxEv_RfKSDjNvEB,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yo_vxuXO_fvhVgwGCdW,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yp_HfjIt_wKGoBIVjON,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yp_MtGxK_bFdHcLhgNv,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yp_bLipk_jyDFdRramg,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yp_qakEy_EVKrnLfzXG,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yp_rYFbO_goxWQPrXuU,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yp_vouaC_zHeMZWYIkn,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yq_EoNBQ_XdgYRqVvUl,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yq_MiVhk_ZXulcyqAza,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yq_RrPfa_lsMnJWkwfR,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yq_YhkqH_NdUgDWHXCG,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yq_uZraO_ZRgptyblDz,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yr_HcpTu_cGThAruZEd,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yr_KabTP_RownBZfluF,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yr_QqEMB_NSbgcqKkVP,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yr_Vmzhn_rLQCbqFvxj,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yr_sEJMG_rQgRLDqcGV,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_CwIDQ_SBLFPuJbys,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_EthgK_hAjIlYUWPZ,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_GbDnF_PLblZDQxho,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_IyKrS_EObXCzxjWP,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_KMbDs_FKQZXHwhiJ,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_UvfwB_onEILecKNa,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_YvUKz_nwDNOMgzdc,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_ZaODF_PrSznBesHA,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_frGid_JNZhOkTYco,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ys_mdgJR_GLqJpcfnvW,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yt_Gvwil_pjEBymOlRC,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yt_JsZkg_FbBHDejflP,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yt_iNazS_sfbHlWFviP,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yt_vsxOd_nSUdWNlvou,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yu_HrwoF_mLxEGXKPot,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yu_JgzHT_lECyLAWtBG,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yu_LzhIx_CApwVMOmWi,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yu_YirRw_fWXtgsKHyA,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_EXlMJ_WcxoOmlZBQ,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_KSATl_qWTHOFMbyI,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_LQiwI_pXbhtomCfY,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_NzAJd_uPLGsXfFYk,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_ZmRJK_ovfPCEjGXs,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_afvtH_nZNXlmxcVG,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_nPBSG_JXLYVreIAQ,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_trzYT_uWTkUmZyRC,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yv_vRxCQ_zrUASTyjBq,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yw_AVQJx_OxJLEwyrmG,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yw_BtQrx_sTrGFOCeoi,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yw_QFpWK_ZwsRIlVDen,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yw_nuNHB_dKetDkzfhY,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yw_zhpsr_JCQWwanpgG,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yx_EwpoX_xuynmljFDo,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yx_GegUI_eVQckTyrbu,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yx_tJIsD_kAQJcPgKBh,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yy_KJFGO_awNvUKQkzf,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yy_dDArg_FKgIDWMRjm,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yy_nmUFW_GAsHUBwcZO,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yy_qbGNj_QotXHJUYZC,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yy_upHGk_Legcijvrfa,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yz_FaIsk_soCQOpbZPS,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yz_Kchwy_VGlobJTgIK,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yz_OiPcq_XJSEbvrgFk,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yz_jIqrM_aArXlSedZQ,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Yz_lEHUC_LsGtIuYiah,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Yz_yonLg_bZPWmcItXS,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZA_AvgyO_yOQhAZxiBW,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZA_JTMLS_BxZjsKnvMI,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZA_LGHVP_hFuBALYCWd,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZA_LwZgn_yjmlxiNHYX,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZA_jftpQ_gWFBOqufxl,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZA_lURYZ_RFGuAkQpbx,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZA_tbsjA_NgjhGzAFiC,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZB_FwfEc_BCUhQMHqDw,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZB_JlFdo_vUVHPmtEXd,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZB_OgGik_DyczHfSBIY,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZB_bNiLc_pZrCXmIhMU,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZC_VhRPO_vmzpkQqAiM,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZC_WLbMS_oMSJnIfaAX,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZC_ZmAHQ_bLmeHJrIcQ,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZC_aZCyO_AVEjWogZsr,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZC_bLKek_mFuEVijJSB,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZC_xSuKL_oMGSBEPKYq,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZD_HfEVt_XlhsPjiaJv,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZD_LDJEm_fjcvHltedi,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZD_cIHoB_NYQtZopiXG,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZD_gRydp_DNFcAqVItu,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZD_hOLrx_UPNKaEbtCi,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZE_DFsqd_RmtpUIBLgE,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZE_ZFbfL_oCsaKEDtLc,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZE_blfnY_EZezAYyBwc,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZE_hcbrQ_plVoTEFSyL,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZE_ihgbM_iqJVbgecCG,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZE_nRPHK_tAOFPrpKva,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZE_nksvS_cfhJCROwTZ,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZF_GZIgh_iOsrmbqPou,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZF_XHbhf_RDoNFHLweT,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZF_lpiFM_FeXqzQAgdy,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZF_xhZnL_SzaFfOJjZD,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_FBDWu_LYqQwNdlpf,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_GuYyT_etcOaXQNpD,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_NCstB_wyKZjCNJnr,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_TUkXA_ucJVMgezaO,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_hnByq_BEAGTdzFNk,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_ikPef_NwWBtKGLyT,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_imcDj_zursRLhlUJ,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_moeWF_CyDoYpahTe,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ZG_zbDjS_YoFeWNjzbm,100,88,ABSOLUTE,1
